Language,code,Samples,Glottocode,Genus,Subfamily,Family,Area,Type_wdef,Type_simp,Type_yn,Exist_Dem,Gender_Dem,Number_Dem,Case_Dem,Def_Dem,Person_Dem,Clf_Dem,Exist_Num,Gender_Num,Number_Num,Case_Num,Def_Num,Person_Num,Clf_Num,Exist_Adj,Gender_Adj,Number_Adj,Case_Adj,Def_Adj,Person_Adj,Clf_Adj,28A,49A,51A,33A,21A,34A,30A,31A,32A,55A,87A,88A,89A,86A,90A,81A,82A,83A
Rama,ram,"['WALS-174', 'WALS-200', 'WALS-100']",rama1270,Rama,,Chibchan,North America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,8-9 cases,No case affixes or adpositional clitics,Plural clitic,Monoexponential case,"Only human nouns, obligatory",None,No gender,No gender,--,Noun-Adjective,Demonstrative-Noun,Noun-Numeral,Genitive-Noun,--,SOV,SV,OV
Armenian (Eastern),arm,"['WALS-174', 'WALS-200']",nucl1235,Armenian,,Indo-European,Eurasia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Core and non-core,5 cases,Case suffixes,Plural suffix,--,"All nouns, always obligatory",None,No gender,No gender,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Mixed,No dominant order,SV,No dominant order
Mixtec (Chalcatongo),mxc,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",sanm1295,Mixtecan,,Oto-Manguean,North America,indeterminate-minimal,indeterminate,concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural word,No case,"All nouns, always optional",Five or more,Sex-based,Semantic,Absent,Noun-Adjective,Noun-Demonstrative,Numeral-Noun,Noun-Genitive,Noun-Relative clause,VSO,VS,VO
Hindi,hin,"['WALS-174', 'WALS-200', 'WALS-100']",hind1269,Indic,,Indo-European,Eurasia,mixed-subsective,mixed,concord,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,Core and non-core,--,Case suffixes,Plural suffix,Monoexponential case,"All nouns, always obligatory",Two,Sex-based,Semantic and formal,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Correlative,SOV,SV,OV
Hmong Njua,hmo,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",hmon1264,Hmong-Mien,,Hmong-Mien,Eurasia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,--,No case,No nominal plural,None,No gender,No gender,--,Noun-Adjective,Noun-Demonstrative,Numeral-Noun,Genitive-Noun,Noun-Relative clause,SVO,SV,VO
Khalkha,kha,"['WALS-174', 'WALS-200', 'WALS-100']",halh1238,Mongolic,,Altaic,Eurasia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No syncretism,8-9 cases,Case suffixes,Mixed morphological plural,Monoexponential case,"All nouns, always optional",None,No gender,No gender,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Relative clause-Noun,SOV,SV,OV
Dani (Lower Grand Valley),dni,"['WALS-174', 'WALS-200', 'WALS-100']",lowe1415,Dani,,Trans-New Guinea,Papunesia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,6-7 cases,Case suffixes,--,No case,--,None,No gender,No gender,--,--,Noun-Demonstrative,--,Genitive-Noun,Noun-Relative clause,SOV,SV,OV
Martuthunira,mrt,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",mart1255,Western Pama-Nyungan,,Pama-Nyungan,Australia,mixed-subsective,mixed,concord,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,Core and non-core,10 or more cases,Case suffixes,Plural suffix,Monoexponential case,--,None,No gender,No gender,Absent,Noun-Adjective,Demonstrative-Noun,Numeral-Noun,No dominant order,Adjoined,SVO,SV,VO
Paumar’,pau,"['WALS-174', 'WALS-200']",paum1247,Arauan,,Arauan,South America,mixed-nonsubsective,mixed,concord,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,Core cases only,3 cases,Postpositional clitics,No plural,--,--,Four,Sex-based,Semantic,Absent,Noun-Adjective,Demonstrative-Noun,Noun-Numeral,Genitive-Noun,Noun-Relative clause,SVO,VS,No dominant order
Abip—n,abi,"['WALS-174', 'WALS-200']",abip1241,South Guaicuruan,,Guaicuruan,South America,uniform-clf,uniform,concord,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural suffix,--,--,--,--,--,--,No dominant order,Demonstrative-Noun,--,No dominant order,Noun-Relative clause,SVO,SV,VO
Tunica,tun,"['WALS-174', 'WALS-200']",tuni1252,Tunica,,Tunica,North America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,Exclusively borderline case-marking,Case suffixes,Plural suffix,--,--,Two,Sex-based,Semantic,Absent,Noun-Adjective,--,--,Genitive-Noun,Noun-Relative clause,SOV,SV,OV
Ngiti,nti,"['WALS-174', 'WALS-200']",ngit1239,Lendu,,Central Sudanic,Africa,indeterminate-1ft,indeterminate,concord,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural tone,--,"Only human nouns, obligatory",--,--,--,--,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,--,No dominant order,SV,No dominant order
Tagalog,tag,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",taga1270,Greater Central Philippine,,Austronesian,Papunesia,mixed-nonsubsective,mixed,concord,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,No case marking,No morphological case-marking,--,Plural word,Case + referentiality,"All nouns, always optional",Two,Sex-based,Semantic,Absent,No dominant order,Mixed,Numeral-Noun,Noun-Genitive,Noun-Relative clause,VSO,VS,VO
Mangarrayi,myi,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",mang1381,Mangarrayi,,Mangarrayi-Maran,Australia,uniform,uniform,concord,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,Core cases only,8-9 cases,Mixed morphological case,Plural suffix,Monoexponential case,--,Three,Sex-based,Semantic,Absent,Noun-Adjective,Demonstrative-Noun,No dominant order,No dominant order,Noun-Relative clause,OVS,SV,OV
Ju|'hoan,juh,"['WALS-174', 'WALS-200', 'Hasp-100']",juho1239,Ju-Kung,,Kxa,Africa,mixed-subsective,mixed,concord,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural clitic,--,"All nouns, always obligatory",Five or more,Non-sex-based,Semantic and formal,Absent,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Genitive-Noun,Noun-Relative clause,SVO,SV,VO
Hausa,hau,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",haus1257,West Chadic,Chadic,Afro-Asiatic,Africa,uniform,uniform,concord,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,No syncretism,No morphological case-marking,No case affixes or adpositional clitics,Plural suffix,No case,"All nouns, always obligatory",Two,Sex-based,Semantic and formal,Absent,Adjective-Noun,Mixed,Noun-Numeral,Noun-Genitive,Noun-Relative clause,SVO,SV,VO
Acoma,aco,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",west2632,Keresan,,Keresan,North America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,No case marking,No morphological case-marking,--,Plural suffix,No case,"All nouns, always optional",None,No gender,No gender,Absent,No dominant order,Demonstrative-Noun,No dominant order,Genitive-Noun,--,No dominant order,SV,No dominant order
Otom’ (Mezquital),otm,"['WALS-174', 'WALS-200', 'WALS-100']",mezq1235,Otomian,,Oto-Manguean,North America,indeterminate-minimal,indeterminate,concord,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,--,--,--,No case,--,None,No gender,No gender,--,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Noun-Genitive,Noun-Relative clause,VOS,VS,VO
Igbo,igb,"['WALS-174', 'WALS-200']",nucl1417,Igboid,Benue-Congo,Niger-Congo,Africa,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,No morphological case-marking,--,Mixed morphological plural,--,--,None,No gender,No gender,Absent,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Noun-Genitive,Noun-Relative clause,SVO,SV,VO
Cayuvava,cyv,"['WALS-174', 'WALS-200']",cayu1262,Cayuvava,,Cayuvava,South America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,Exclusively borderline case-marking,Prepositional clitics,Plural clitic,No case,--,None,No gender,No gender,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Noun-Genitive,--,VOS,VS,VO
Koasati,koa,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",koas1236,Muskogean,,Muskogean,North America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,No syncretism,6-7 cases,Postpositional clitics,Plural clitic,Monoexponential case,"Only human nouns, optional",None,No gender,No gender,--,Noun-Adjective,Demonstrative-Noun,Noun-Numeral,Genitive-Noun,Mixed,SOV,SV,OV
Una,una,"['WALS-174', 'WALS-200']",unaa1239,Mek,,Trans-New Guinea,Papunesia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No syncretism,No morphological case-marking,No case affixes or adpositional clitics,--,--,--,None,No gender,No gender,--,Noun-Adjective,Demonstrative-Noun,Noun-Numeral,Genitive-Noun,Relative clause-Noun,SOV,SV,OV
Bambara,bam,"['WALS-174', 'WALS-200']",bamb1269,Western Mande,,Mande,Africa,indeterminate-minimal-weak,indeterminate,concord,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,No morphological case-marking,--,Plural suffix,--,--,--,--,--,--,Noun-Adjective,Mixed,Noun-Numeral,Genitive-Noun,Correlative,SOV,SV,OV
Georgian,geo,"['WALS-174', 'WALS-200', 'WALS-100']",nucl1302,Kartvelian,,Kartvelian,Eurasia,indeterminate-1ft,indeterminate,concord,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,Core and non-core,6-7 cases,Case suffixes,Plural suffix,Monoexponential case,"All nouns, always obligatory",None,No gender,No gender,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Noun-Relative clause,SOV,SV,OV
Tlingit,tli,"['WALS-174', 'WALS-200']",tlin1245,Tlingit,,Na-Dene,North America,none-clf,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,No case marking,8-9 cases,Case suffixes,Plural suffix,Monoexponential case,--,--,--,--,Obligatory,No dominant order,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Relative clause-Noun,SOV,SV,OV
Ekari,eka,"['WALS-174', 'WALS-200']",ekar1243,Paniani Lakes,,Trans-New Guinea,Papunesia,indeterminate-1cat-clf,indeterminate,concord,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,No case marking,Exclusively borderline case-marking,--,--,No case,--,--,--,--,--,--,--,Noun-Numeral,--,--,SOV,SV,OV
Araona,ana,"['WALS-174', 'WALS-200']",arao1248,Tacanan,,Tacanan,South America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Core and non-core,5 cases,Case suffixes,Plural word,Monoexponential case,--,--,--,--,--,Noun-Adjective,Demonstrative-Noun,No dominant order,Genitive-Noun,Noun-Relative clause,--,SV,OV
Kanuri,knr,"['WALS-174', 'WALS-200']",cent2050,Western Saharan,Saharan,Saharan,Africa,indeterminate-1ft,indeterminate,concord,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,No case marking,6-7 cases,Postpositional clitics,Plural suffix,--,"All nouns, always obligatory",None,No gender,No gender,Absent,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Noun-Genitive,Noun-Relative clause,SOV,SV,OV
Sango,san,"['WALS-174', 'WALS-200', 'WALS-100']",sang1328,Ubangi,Adamawa-Ubangi,Niger-Congo,Africa,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural prefix,No case,--,None,No gender,No gender,--,Adjective-Noun,Noun-Demonstrative,Noun-Numeral,Noun-Genitive,Noun-Relative clause,SVO,SV,VO
Pomo (Southeastern),pso,"['WALS-174', 'WALS-200']",sout2982,Pomoan,,Hokan,North America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No syncretism,6-7 cases,Case suffixes,Plural suffix,--,--,--,--,--,--,--,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,--,SOV,SV,OV
Ika (Arhuaco),ika,"['WALS-174', 'WALS-200', 'Hasp-100']",arhu1242,Arhuacic,,Chibchan,South America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No syncretism,6-7 cases,Postpositional clitics,Plural word,--,--,None,No gender,No gender,Absent,Noun-Adjective,--,No dominant order,Genitive-Noun,Internally headed,SOV,SV,OV
Yoruba,yor,"['WALS-174', 'WALS-200', 'WALS-100']",yoru1245,Defoid,Benue-Congo,Niger-Congo,Africa,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No syncretism,No morphological case-marking,No case affixes or adpositional clitics,Plural word,Monoexponential case,"All nouns, always optional",None,No gender,No gender,Absent,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Noun-Genitive,Noun-Relative clause,SVO,SV,VO
Quechua (Imbabura),qim,"['WALS-174', 'WALS-200', 'WALS-100']",imba1240,Quechuan,,Quechuan,South America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No syncretism,8-9 cases,Case suffixes,Plural suffix,Monoexponential case,"All nouns, always obligatory",None,No gender,No gender,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Relative clause-Noun,SOV,SV,OV
Meithei,mei,"['WALS-174', 'WALS-200', 'WALS-100']",mani1292,Kuki-Chin,Tibeto-Burman,Sino-Tibetan,Eurasia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,No syncretism,6-7 cases,Postpositional clitics,--,Monoexponential case,--,None,No gender,No gender,--,No dominant order,Noun-Demonstrative,Noun-Numeral,Genitive-Noun,Relative clause-Noun,--,SV,OV
Khasi,khs,"['WALS-174', 'WALS-200']",khas1269,Khasian,Mon-Khmer,Austro-Asiatic,Eurasia,indeterminate-1cat,indeterminate,concord,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural word,Monoexponential case,--,Two,Sex-based,Semantic,--,Noun-Adjective,Demonstrative-Noun,Numeral-Noun,Noun-Genitive,Noun-Relative clause,SVO,SV,VO
Canela-Krahô,cnl,"['WALS-174', 'WALS-200']",cane1242,Ge-Kaingang,,Macro-Ge,South America,indeterminate-minimal,indeterminate,concord,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,No plural,No case,--,None,No gender,No gender,Absent,Noun-Adjective,Noun-Demonstrative,--,Genitive-Noun,Mixed,SOV,SV,OV
Nivkh,niv,"['WALS-174', 'WALS-200', 'Hasp-100']",gily1242,Nivkh,,Nivkh,Eurasia,none-clf,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,No syncretism,8-9 cases,Case suffixes,Plural suffix,No case,"All nouns, always optional",None,No gender,No gender,Obligatory,Adjective-Noun,Demonstrative-Noun,No dominant order,Genitive-Noun,Relative clause-Noun,SOV,SV,OV
Tiwi,tiw,"['WALS-174', 'WALS-200', 'WALS-100']",tiwi1244,Tiwian,,Tiwian,Australia,uniform,uniform,concord,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural suffix,No case,"Only human nouns, obligatory",Two,Sex-based,Semantic,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Noun-Relative clause,SVO,SV,VO
Alamblak,ala,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",alam1246,Sepik Hill,,Sepik,Papunesia,indeterminate-1cat-Donly,indeterminate,concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,8-9 cases,Postpositional clitics,Plural clitic,No case,"All nouns, always obligatory",Two,Sex-based,Semantic,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Relative clause-Noun,SOV,SV,OV
Hungarian,hun,"['WALS-174', 'WALS-200']",hung1274,Ugric,Finno-Ugric,Uralic,Eurasia,indeterminate-1cat,indeterminate,concord,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No syncretism,10 or more cases,Case suffixes,Plural suffix,Monoexponential case,"All nouns, always obligatory",None,No gender,No gender,Optional,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Mixed,No dominant order,SV,VO
Chamorro,cha,"['WALS-174', 'WALS-200', 'WALS-100']",cham1312,Chamorro,,Austronesian,Papunesia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,No morphological case-marking,--,Plural word,No case,"Only human nouns, optional",None,No gender,No gender,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Noun-Genitive,Noun-Relative clause,VSO,VS,VO
Daga,dag,"['WALS-174', 'WALS-200', 'WALS-100']",daga1275,Dagan,,Dagan,Papunesia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,Exclusively borderline case-marking,Case suffixes,--,No case,--,None,No gender,No gender,--,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Genitive-Noun,Noun-Relative clause,SOV,SV,OV
Yaqui,yaq,"['WALS-174', 'WALS-200', 'WALS-100']",yaqu1251,Cahita,,Uto-Aztecan,North America,uniform,uniform,concord,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,Core cases only,2 cases,Case suffixes,Plural suffix,Case + number,"All nouns, always obligatory",None,No gender,No gender,--,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Noun-Relative clause,SOV,SV,OV
French,fre,"['WALS-174', 'WALS-200', 'WALS-100']",stan1290,Romance,,Indo-European,Eurasia,uniform,uniform,concord,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,Core and non-core,No morphological case-marking,Prepositional clitics,Plural suffix,No case,"All nouns, always obligatory",Two,Sex-based,Semantic and formal,Absent,Noun-Adjective,Demonstrative-Noun,Numeral-Noun,Noun-Genitive,Noun-Relative clause,SVO,SV,VO
Kewa,kew,"['WALS-174', 'WALS-200', 'WALS-100']",east2516,Engan,,Trans-New Guinea,Papunesia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,6-7 cases,Postpositional clitics,Plural suffix,Monoexponential case,--,None,No gender,No gender,Absent,Adjective-Noun,Demonstrative-Noun,Noun-Numeral,Genitive-Noun,Mixed,SOV,SV,OV
Qawasqar,qaw,"['WALS-174', 'WALS-200']",qawa1238,Alacalufan,,Alacalufan,South America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,2 cases,--,--,--,--,--,--,--,--,--,--,No dominant order,Genitive-Noun,--,--,SV,OV
Mapudungun,map,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",mapu1245,Araucanian,,Araucanian,South America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,2 cases,Case suffixes,Plural word,No case,No nominal plural,None,No gender,No gender,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,--,SVO,VS,VO
Latvian,lat,"['WALS-174', 'WALS-200']",latv1249,Baltic,,Indo-European,Eurasia,mixed-subsective,uniform,concord,True,True,True,True,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,False,False,Core and non-core,5 cases,Case suffixes,Plural suffix,--,"All nouns, always obligatory",Two,Sex-based,Semantic and formal,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Noun-Relative clause,SVO,No dominant order,VO
Wich’,wch,"['WALS-174', 'WALS-200', 'WALS-100']",wich1264,Matacoan,,Matacoan,South America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural suffix,No case,--,--,--,--,--,Noun-Adjective,Noun-Demonstrative,Numeral-Noun,Genitive-Noun,Noun-Relative clause,SVO,SV,VO
Basque,bsq,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",basq1248,Basque,,Basque,Eurasia,indeterminate-1cat,indeterminate,concord,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Core cases only,10 or more cases,Postpositional clitics,Plural clitic,Monoexponential case,"All nouns, always obligatory",None,No gender,No gender,Absent,Noun-Adjective,Noun-Demonstrative,Numeral-Noun,Genitive-Noun,Relative clause-Noun,SOV,SV,OV
Khmu',kmu,"['WALS-174', 'WALS-200']",khmu1256,Palaung-Khmuic,Mon-Khmer,Austro-Asiatic,Eurasia,none-clf,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,No plural,--,--,Two,Sex-based,Semantic,Obligatory,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Noun-Genitive,--,SVO,SV,VO
Tsimshian (Coast),tsi,"['WALS-174', 'WALS-200']",nucl1649,Tsimshianic,,Penutian,North America,indeterminate-minimal-clf,indeterminate,concord,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,No case marking,No morphological case-marking,--,Plural prefix,--,--,None,No gender,No gender,Obligatory,Adjective-Noun,Noun-Demonstrative,Numeral-Noun,Noun-Genitive,Noun-Relative clause,VSO,VS,VO
Ingush,ing,"['WALS-174', 'WALS-200', 'Hasp-100']",ingu1240,Nakh,,Nakh-Daghestanian,Eurasia,mixed-subsective-crossed,mixed,concord,True,False,True,True,False,False,False,True,True,False,True,False,False,False,True,True,True,True,False,False,False,Core and non-core,10 or more cases,Case suffixes,Plural suffix,Monoexponential case,"All nouns, always obligatory*",Five or more,Sex-based,Semantic and formal,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Relative clause-Noun,--,SV,--
Pirah‹,prh,"['WALS-174', 'WALS-200', 'WALS-100']",pira1253,Mura,,Mura,South America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,Exclusively borderline case-marking,Case suffixes,No plural,No case,No nominal plural,Four,Sex-based,Semantic,Absent,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Genitive-Noun,--,SOV,SV,OV
Cahuilla,cah,"['WALS-174', 'WALS-200']",cahu1264,California Uto-Aztecan,,Uto-Aztecan,North America,indeterminate-1ft,indeterminate,concord,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,No syncretism,5 cases,Case suffixes,Plural suffix,Monoexponential case,--,None,No gender,No gender,--,Adjective-Noun,--,--,Genitive-Noun,Noun-Relative clause,SOV,SV,OV
Jakaltek,jak,"['WALS-174', 'WALS-200', 'WALS-100']",popt1235,Mayan,,Mayan,North America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural word,No case,"All nouns, always optional",--,--,--,Obligatory,Adjective-Noun,Noun-Demonstrative,Numeral-Noun,Noun-Genitive,Noun-Relative clause,VSO,VS,VO
Shipibo-Konibo,shk,"['WALS-174', 'WALS-200', 'Hasp-100']",ship1254,Panoan,,Panoan,South America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,6-7 cases,Postpositional clitics,Plural suffix,--,"All nouns, always optional",None,No gender,No gender,Absent,No dominant order,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,--,SOV,SV,OV
Asmat,asm,"['WALS-174', 'WALS-200', 'WALS-100']",tamn1235,Asmat-Kamoro,,Trans-New Guinea,Papunesia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural suffix,No case,--,None,No gender,No gender,--,Noun-Adjective,Demonstrative-Noun,Noun-Numeral,Genitive-Noun,Relative clause-Noun,SOV,SV,OV
Semelai,sml,"['WALS-174', 'WALS-200']",seme1247,Aslian,Mon-Khmer,Austro-Asiatic,Eurasia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,--,3 cases,No case affixes or adpositional clitics,--,--,--,None,No gender,No gender,Obligatory,Noun-Adjective,Noun-Demonstrative,Numeral-Noun,Noun-Genitive,Noun-Relative clause,No dominant order,No dominant order,VO
Huitoto (Minica),hmi,"['WALS-174', 'WALS-200']",mini1256,Huitoto,,Huitotoan,South America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No syncretism,6-7 cases,Case suffixes,Plural suffix,--,--,--,--,--,--,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,--,--,SOV,SV,OV
